Source Target Weight
ZNF692 ITGB1BP2 1
ZNF692 GCNA 1
ZNF692 DPH7 1
ZNF692 MTG1 1
ZNF692 TIAL1 1
ZNF692 TRIM11 1
ZNF692 TSEN2 1
ZNF692 KLF10 1
ZNF692 HSPA13 1
MSL3 SLC7A2 1
MSL3 HCCS 1
MSL3 PLEKHO1 1
MSL3 POU2F2 1
MSL3 TMSB10 1
MSL3 WWC3 1
MSL3 HHAT 1
MSL3 PIGV 1
MSL3 SLC6A16 1
MSL3 PEX10 1
MSL3 CNNM4 1
MSL3 CPA2 1
MSL3 CPA5 1
MSL3 RNF166 1
MSL3 HIPK4 1
MSL3 SPTBN4 1
MSL3 NAGS 1
MSL3 SLC45A1 1
MSL3 FCRLB 1
MSL3 OXER1 1
MSL3 KCNJ3 1
MSL3 STPG2 1
MSL3 TCF3 1
MSL3 EPN2 1
MSL3 TEAD2 1
MSL3 SLC46A1 1
MSL3 SCAMP1 1
MSL3 TXLNG 1
MSL3 FKBP1A 1
MSL3 MYO15A 1
MSL3 UNC13D 1
MSL3 SLC15A2 1
MSL3 ARPC2 1
MSL3 SERPINI1 1
MSL3 CLASP2 1
MSL3 CCDC158 1
MSL3 SENP2 1
MSL3 ZDHHC19 1
MSL3 CMBL 1
MSL3 HCN1 1
MSL3 RASEF 1
MSL3 C9orf64 1
MSL3 PCDH19 1
MSL3 PLEKHF1 1
MSL3 ZCCHC18 1
MSL3 CYB5D2 1
MSL3 ZCCHC4 1
MSL3 KIF5C 1
MSL3 IL12A 1
MSL3 CPLX1 1
MSL3 APLF 1
MSL3 UBE2E3 1
MSL3 NIPA1 1
MSL3 SLC16A5 1
MSL3 SP7 1
MSL3 KRT72 1
MSL3 GPR27 1
MSL3 LINC00208 1
MSL3 KSR2 1
MSL3 MALT1 1
MSL3 ZNF483 1
MSL3 NABP1 1
MSL3 RALGAPA1 1
MSL3 B4GAT1 1
MSL3 BAIAP2 1
MSL3 DSCAML1 1
MSL3 CD163L1 1
MSL3 ANXA2R 1
MSL3 TDRD6 1
MSL3 MIGA1 1
MSL3 WDFY3-AS2 1
MSL3 OR52N2 1
MSL3 RAP2B 1
MSL3 TNFSF15 1
MSL3 RELL1 1
MSL3 TMEM30B 1
MSL3 AP1S2 1
MSL3 PNMA3 1
MSL3 PRKX 1
MSL3 ANKS1B 1
MSL3 RTN4RL1 1
MSL3 CA5BP1 1
MSL3 FSCN2 1
MSL3 THSD4 1
MSL3 INSC 1
MSL3 SHISA6 1
MSL3 FAM196A 1
MSL3 BTBD8 1
MSL3 FUT4 1
MSL3 TOMM20L 1
MSL3 SLC22A4 1
MSL3 FAM47C 1
MSL3 LRBA 1
MSL3 LRRTM3 1
MSL3 RUNDC1 1
MSL3 SHISA4 1
MSL3 MIRLET7A2 1
MSL3 BTBD17 1
MSL3 SYCE1L 1
MSL3 PDE7A 1
MSL3 EXOC3L4 1
MSL3 TMSB4X 1
MSL3 DPF3 1
MSL3 SNORD116-29 1
MSL3 CARD10 1
MSL3 EEF1A2 1
MSL3 MID1 1
MSL3 GABRE 1
MSL3 COTL1 1
MSL3 IQCH 1
MSL3 MIR657 1
MSL3 KRT8P41 1
MSL3 MAGEB1 1
MSL3 FAM66E 1
MSL3 AC097625.1 1
MSL3 BAIAP2-AS1 1
MSL3 LINC00348 1
MSL3 ITGB2-AS1 1
MSL3 FALEC 1
MSL3 LINC00574 1
MSL3 TMEM253 1
MSL3 SEMA3B-AS1 1
MSL3 TLE6 1
MSL3 RAB3A 1
MSL3 WASL 1
MSL3 RASSF4 1
MSL3 XPNPEP1 1
MSL3 TBC1D12 1
MSL3 WNT3 1
MSL3 PFN1 1
MSL3 SLC16A6 1
MSL3 FOXN1 1
MSL3 GLRB 1
MSL3 CCND1 1
MSL3 TBC1D30 1
MSL3 ST8SIA1 1
MSL3 STK38 1
MSL3 GTF2IP4 1
MSL3 SPATA17-AS1 1
MSL3 LINC01135 1
MSL3 LINC00676 1
MSL3 MIR155HG 1
MSL3 HOGA1 1
MSL3 DBNDD2 1
MSL3 CPEB2-AS1 1
MSL3 INSL3 1
MSL3 CACNA1G-AS1 1
MSL3 LINC01336 1
MSL3 TRPC7-AS2 1
MSL3 AGXT2 1
MSL3 LMAN2L 1
MSL3 ACTR3 1
MSL3 KISS1R 1
MSL3 SPR 1
MSL3 VSX2 1
MSL3 FCF1 1
MSL3 MIR3142HG 1
MSL3 CCDC179 1
MSL3 FAM222A-AS1 1
MSL3 RERG-AS1 1
MSL3 THTPA 1
MSL3 BLID 1
MSL3 MIR5691 1
MSL3 MIR4674 1
MSL3 RARA-AS1 1
MSL3 MIR4299 1
MSL3 MAGEB4 1
MSL3 PLS1 1
MSL3 ADGRB2 1
MSL3 HPCA 1
MSL3 ODF2L 1
MSL3 GLIPR2 1
MSL3 MED13L 1
MSL3 ACOT9 1
MSL3 KBTBD4 1
MSL3 RAB9A 1
MSL3 PLA2G12A 1
MSL3 SDC4 1
MSL3 OPRL1 1
MSL3 FNDC11 1
MSL3 EML2 1
MSL3 POM121L9P 1
MSL3 FAM47E-STBD1 1
MSL3 PDHA1 1
MSL3 CD101 1
MSL3 PIWIL4 1
MSL3 ELP2 1
MSL3 USP30 1
MSL3 TES 1
MSL3 GLS2 1
MSL3 MYCBPAP 1
MSL3 VEZF1 1
MSL3 LIMD2 1
MSL3 KCTD3 1
MSL3 SLCO5A1 1
MSL3 ALKBH8 1
MSL3 PREPL 1
MSL3 AP1AR 1
MSL3 BMPR1B 1
MSL3 IGF1R 1
MSL3 PCSK6 1
MSL3 HAPLN3 1
MSL3 ARSG 1
MSL3 SLC39A6 1
MSL3 MISP3 1
MSL3 CELSR2 1
MSL3 NAF1 1
MSL3 ANKRD31 1
MSL3 NFKBIE 1
MSL3 CLTRN 1
MSL3 FAM135B 1
MSL3 RSU1 1
MSL3 FUOM 1
MSL3 LYPD6B 1
MSL3 CSNK1G3 1
MSL3 RASGRP3 1
MSL3 MARVELD2 1
MSL3 CCDC148 1
MSL3 FBXO36 1
MSL3 RETREG1 1
MSL3 SLFN13 1
MSL3 GRIA1 1
MSL3 PDZD9 1
RARA SEMA3F 1
RARA ITGA3 1
RARA AP2B1 1
RARA BAIAP3 1
RARA GPRC5A 1
RARA FAM184B 1
RARA KITLG 1
RARA SLC4A8 1
RARA PTGER3 1
RARA SUSD3 1
RARA MUM1L1 1
RARA CLSTN2 1
RARA STC1 1
RARA FAM207A 1
RARA CLDND2 1
RARA CMPK1 1
RARA AGL 1
RARA ZNF281 1
RARA IL20 1
RARA SYT1 1
RARA PLEKHH3 1
RARA PSME4 1
RARA SMARCE1 1
RARA CA12 1
RARA CACNG4 1
RARA RGS11 1
RARA SLC46A1 1
RARA RARB 1
RARA PKP1 1
RARA CD82 1
RARA FOLH1 1
RARA EPB41L1 1
RARA SMOX 1
RARA THPO 1
RARA RAB11FIP3 1
RARA ESR1 1
RARA STK36 1
RARA GTPBP8 1
RARA APBB2 1
RARA DNALI1 1
RARA PRKCD 1
RARA TMEM184A 1
RARA CARD19 1
RARA DRGX 1
RARA SALL2 1
RARA ADAMTS15 1
RARA AMN 1
RARA CYB5R2 1
RARA TMPRSS5 1
RARA CASC4 1
RARA MS4A5 1
RARA MS4A15 1
RARA MBD6 1
RARA C16orf92 1
RARA MIDN 1
RARA KCNJ4 1
RARA WFDC13 1
RARA AXIN2 1
RARA CPLX1 1
RARA APLF 1
RARA S100G 1
RARA SLC23A1 1
RARA WIPF2 1
RARA CXXC5 1
RARA FBXW10 1
RARA SSH3 1
RARA RXFP4 1
RARA ASCL3 1
RARA OR51A7 1
RARA AC024940.2 1
RARA DNAJC22 1
RARA RPP25 1
RARA TRIML2 1
RARA MYADM 1
RARA FAR2P1 1
RARA SGSH 1
RARA UNC5C 1
RARA ADI1 1
RARA ZNF703 1
RARA CA13 1
RARA SEMA4B 1
RARA IFITM2 1
RARA SV2B 1
RARA MKL2 1
RARA VSTM2B 1
RARA KRT12 1
RARA THSD4 1
RARA HELT 1
RARA MSL1 1
RARA CACNA1H 1
RARA ALKAL1 1
RARA RAMP2-AS1 1
RARA GATA3-AS1 1
RARA CYP2B6 1
RARA NMB 1
RARA ATAD3A 1
RARA KRTAP4-6 1
RARA CEP290 1
RARA RUNDC1 1
RARA SHISA4 1
RARA RIPPLY2 1
RARA CYP21A1P 1
RARA KRTAP4-8 1
RARA KRT25 1
RARA LRRC3C 1
RARA C15orf59 1
RARA CDC6 1
RARA PALM 1
RARA THOC5 1
RARA TRMU 1
RARA RIMS4 1
RARA OCA2 1
RARA KRTAP4-11 1
RARA KRTAP4-9 1
RARA KRTAP4-12 1
RARA PLIN5 1
RARA RBMY2EP 1
RARA LINC00703 1
RARA LINC01297 1
RARA CT62 1
RARA BAIAP2-AS1 1
RARA LINC01315 1
RARA ANKRD36BP2 1
RARA LINC01508 1
RARA CYP21A2 1
RARA LINC01031 1
RARA MAG 1
RARA HPN 1
RARA MINDY4 1
RARA MEST 1
RARA GLI3 1
RARA GATA3 1
RARA CASC3 1
RARA RAPGEFL1 1
RARA KRT37 1
RARA CPD 1
RARA GOSR1 1
RARA KRT32 1
RARA MPP2 1
RARA CACNG1 1
RARA SLC16A6 1
RARA WFS1 1
RARA SCNN1A 1
RARA LINC01399 1
RARA BRD3OS 1
RARA LINC01634 1
RARA KIAA0040 1
RARA LINC01072 1
RARA VLDLR-AS1 1
RARA GLIS3-AS1 1
RARA LSAMP-AS1 1
RARA LINC01016 1
RARA UNC93A 1
RARA PDE8B 1
RARA CISH 1
RARA ATF2 1
RARA TPSG1 1
RARA WLS 1
RARA CYP2B7P 1
RARA LINC00517 1
RARA WFDC21P 1
RARA BEAN1-AS1 1
RARA CCNQ 1
RARA MIR5685 1
RARA RARA-AS1 1
RARA CCDC170 1
RARA TEX14 1
RARA PREX1 1
RARA KCNK15 1
RARA TRERF1 1
RARA BMP4 1
RARA SDCBP2 1
RARA GRPR 1
RARA THRA 1
RARA NR1D1 1
RARA WNK4 1
RARA HIP1 1
RARA MIR8071-1 1
RARA MIR6867 1
RARA CCL15-CCL14 1
RARA MIR8071-2 1
RARA PCGF2 1
RARA LINC01667 1
RARA PDE11A 1
RARA SNX9 1
RARA CYP2G1P 1
RARA ASS1 1
RARA NINJ1 1
RARA TOP2A 1
RARA ABHD12B 1
RARA SLC6A11 1
RARA TMCC2 1
RARA BHLHE40 1
RARA VAV3 1
RARA ARF3 1
RARA C5AR2 1
RARA AGTPBP1 1
RARA FHOD1 1
RARA GLUL 1
RARA RNASEL 1
RARA TMEM127 1
RARA CIB2 1
RARA KCTD3 1
RARA IER3 1
RARA MTCH1 1
RARA MAP3K12 1
RARA SSTR1 1
RARA RHCG 1
RARA IMPA2 1
RARA ZNF750 1
RARA CBX4 1
RARA IGFBP4 1
RARA NFIC 1
RARA DNMT3L 1
RARA CRABP2 1
RARA ANXA9 1
RARA HORMAD1 1
RARA KCNH1 1
RARA RHOB 1
RARA VPS54 1
RARA TAGLN3 1
RARA TPBG 1
RARA ZAN 1
RARA UGCG 1
RARA GTF3C5 1
RARA GFRA1 1
RARA PART1 1
RARA ZIC1 1
RARA CNKSR3 1
NFIA GDE1 1
NFIA CAMK1G 1
NFIA TFAP2B 1
NFIA SCMH1 1
NFIA TSPAN9 1
NFIA ANK1 1
NFIA XK 1
NFIA WWC3 1
NFIA LIMCH1 1
NFIA STEAP2 1
NFIA FAM46B 1
NFIA PIP 1
NFIA FCN2 1
NFIA SCGB3A1 1
NFIA NPHS1 1
NFIA HS3ST6 1
NFIA CYP4A22 1
NFIA NTNG1 1
NFIA CFAP221 1
NFIA TGFBR3 1
NFIA NTN4 1
NFIA ATP12A 1
NFIA CADPS2 1
NFIA KIF3C 1
NFIA HBQ1 1
NFIA GRAMD1A 1
NFIA DHX32 1
NFIA ABCC6 1
NFIA TMEM169 1
NFIA NEK10 1
NFIA SHROOM1 1
NFIA GALNT10 1
NFIA RELL2 1
NFIA HNF4G 1
NFIA SBSPON 1
NFIA RNF183 1
NFIA AMER2 1
NFIA QSOX2 1
NFIA VWA2 1
NFIA TC2N 1
NFIA GPR176 1
NFIA AMN 1
NFIA IDH3A 1
NFIA TMEM135 1
NFIA SCNN1G 1
NFIA STIM1 1
NFIA GGT6 1
NFIA TMEM99 1
NFIA ENTPD3 1
NFIA GNG4 1
NFIA SCNN1B 1
NFIA B3GALNT1 1
NFIA GJB1 1
NFIA GPR37L1 1
NFIA SEMA3E 1
NFIA IRX2 1
NFIA MCC 1
NFIA FGB 1
NFIA SRGAP2C 1
NFIA SPTLC3 1
NFIA GNG12 1
NFIA FUT1 1
NFIA CABP4 1
NFIA CALCB 1
NFIA RIMS2 1
NFIA TBL1XR1 1
NFIA NAALADL2 1
NFIA ARL6IP6 1
NFIA DNAJC22 1
NFIA ZBTB18 1
NFIA ZNF648 1
NFIA TMEM64 1
NFIA NLRP10 1
NFIA MAFA 1
NFIA MAGEB17 1
NFIA HMGN4 1
NFIA CALHM3 1
NFIA TFDP3 1
NFIA POU3F2 1
NFIA NOTUM 1
NFIA ATP6V0A2 1
NFIA NAT8L 1
NFIA CYP4Z1 1
NFIA CYP4X1 1
NFIA CYP4A11 1
NFIA RNF133 1
NFIA MAPK12 1
NFIA RALGAPA2 1
NFIA LINC00319 1
NFIA ESRRG 1
NFIA SNORD114-16 1
NFIA SNORD114-31 1
NFIA SNORD114-10 1
NFIA SNORD114-11 1
NFIA SNORD113-7 1
NFIA SNORD115-37 1
NFIA SNORD114-9 1
NFIA SNORD114-6 1
NFIA SNORD113-4 1
NFIA SNORD114-24 1
NFIA SNORD114-18 1
NFIA SNORD113-1 1
NFIA SNORD114-22 1
NFIA LINC00862 1
NFIA FANK1 1
NFIA CCDC160 1
NFIA MACO1 1
NFIA SP5 1
NFIA CYP21A1P 1
NFIA LINC01545 1
NFIA PRSS1 1
NFIA LGR4 1
NFIA CRAT 1
NFIA TDRD1 1
NFIA TSPAN15 1
NFIA PCDH11Y 1
NFIA PLA2G3 1
NFIA CELF4 1
NFIA PCDH11X 1
NFIA TMC5 1
NFIA FAH 1
NFIA SH2D4A 1
NFIA MIR487B 1
NFIA MIR617 1
NFIA SNORD96B 1
NFIA MIR758 1
NFIA SNORD113-2 1
NFIA KLK9 1
NFIA UGT2B11 1
NFIA MYCBP 1
NFIA SATB2-AS1 1
NFIA PRICKLE2-AS3 1
NFIA CLDN25 1
NFIA LINC01344 1
NFIA LINC01264 1
NFIA LINC01516 1
NFIA LINC02015 1
NFIA CYP21A2 1
NFIA PTGR1 1
NFIA SASH1 1
NFIA GPR158-AS1 1
NFIA MCIDAS 1
NFIA RNF148 1
NFIA STARD13-AS 1
NFIA ARHGEF38 1
NFIA NFIA-AS1 1
NFIA AADACP1 1
NFIA C3orf67-AS1 1
NFIA WFDC6 1
NFIA CSTF3-AS1 1
NFIA LINC00616 1
NFIA LINC01091 1
NFIA ARHGEF38-IT1 1
NFIA KIAA1210 1
NFIA LRRC31 1
NFIA FOXP1 1
NFIA REEP6 1
NFIA QPCT 1
NFIA PLCL1 1
NFIA DLGAP3 1
NFIA C1orf21 1
NFIA WLS 1
NFIA PIK3R3 1
NFIA GHRH 1
NFIA CCDC166 1
NFIA LINC00346 1
NFIA ABCC6P1 1
NFIA PGAM1P5 1
NFIA GLYCAM1 1
NFIA GCOM1 1
NFIA MIR4274 1
NFIA LINC01180 1
NFIA PAPD5 1
NFIA RASL11A 1
NFIA ODF2L 1
NFIA LRRN4 1
NFIA TMEM53 1
NFIA BEST3 1
NFIA VIL1 1
NFIA PRSS2 1
NFIA MIR7976 1
NFIA TMOD2 1
NFIA EGLN3 1
NFIA GDPD2 1
NFIA SH3BGRL 1
NFIA SPATA6 1
NFIA RIN2 1
NFIA PATJ 1
NFIA RARRES3 1
NFIA IMPA1 1
NFIA CATSPERB 1
NFIA PEBP4 1
NFIA HMGCS2 1
NFIA KCTD1 1
NFIA GOLM1 1
NFIA AGT 1
NFIA IL36B 1
NFIA SLC22A23 1
NFIA PGBD1 1
NFIA RNF144B 1
NFIA SLC44A5 1
NFIA SLC40A1 1
NFIA EGF 1
NFIA RBP5 1
NFIA FURIN 1
NFIA SLC6A3 1
NFIA ATP1B1 1
NFIA NVL 1
NFIA DEGS1 1
NFIA EPHX1 1
NFIA LRIG1 1
NFIA PIK3R1 1
NFIA CDHR1 1
NFIA HABP2 1
NFIA PDCD4 1
NFIA GPR158 1
NFIA MIPOL1 1
NFIA THRSP 1
NFIA TEX9 1
NFIA CACUL1 1
NFIA PLEKHH2 1
NFIA CCNO 1
NFIA C16orf89 1
NFIA CYP4Z2P 1
NFIA ENPP3 1
NFIA TNIK 1
NFIA USP25 1
NFIA DRAM2 1
NFIA SH3RF2 1
ZNF852 CELSR3 1
ZNF852 PGLYRP1 1
ZNF852 PHF7 1
ZNF852 ABHD5 1
ZNF852 LARS2 1
ZNF852 ANKRD61 1
ZNF852 TSSK3 1
ZNF852 LENEP 1
ZNF852 C3orf49 1
ZNF852 KIAA1143 1
ZNF852 SFMBT1 1
ZNF852 ZNF589 1
ZNF852 ATRIP 1
ZNF852 RNF123 1
ZNF852 KIF27 1
ZNF852 OR1K1 1
ZNF852 HIST3H3 1
ZNF852 HEXIM2 1
ZNF852 OR6F1 1
ZNF852 MT1E 1
ZNF852 ZNF35 1
ZNF852 DDI1 1
ZNF852 NME6 1
ZNF852 ZNF621 1
ZNF852 SLC22A13 1
ZNF852 ZNF417 1
ZNF852 BBS1 1
ZNF852 IL20RB 1
ZNF852 OR52W1 1
ZNF852 OR2M7 1
ZNF852 ZNF620 1
ZNF852 ZNF619 1
ZNF852 OR2AP1 1
ZNF852 FAM71C 1
ZNF852 CSNK1G2-AS1 1
ZNF852 C11orf42 1
ZNF852 C19orf71 1
ZNF852 SMG1P5 1
ZNF852 SPATA32 1
ZNF852 KRBA2 1
ZNF852 SMIM10 1
ZNF852 ZNF445 1
ZNF852 LYG2 1
ZNF852 C6orf201 1
ZNF852 OR4F5 1
ZNF852 ZNF555 1
ZNF852 ZNF197 1
ZNF852 MT1X 1
ZNF852 FANCM 1
ZNF852 ZNF70 1
ZNF852 EYS 1
ZNF852 NUTM2G 1
ZNF852 ZNF573 1
ZNF852 ZKSCAN3 1
ZNF852 ZNF79 1
ZNF852 MFSD14C 1
ZNF852 MIRLET7BHG 1
ZNF852 HTT 1
ZNF852 HIST4H4 1
ZNF852 SLC34A3 1
ZNF852 MIR326 1
ZNF852 MIR346 1
ZNF852 MIR411 1
ZNF852 MIRLET7G 1
ZNF852 SNORD114-1 1
ZNF852 SNORD114-10 1
ZNF852 SNORD113-8 1
ZNF852 SNORD114-25 1
ZNF852 SNORD114-27 1
ZNF852 SNORD114-6 1
ZNF852 SNORD114-30 1
ZNF852 SNORA16B 1
ZNF852 SNORD114-29 1
ZNF852 MIR421 1
ZNF852 SPDYE2 1
ZNF852 SNORD63 1
ZNF852 RNVU1-15 1
ZNF852 NXPE1 1
ZNF852 SLC10A1 1
ZNF852 MYL12A 1
ZNF852 PLS3 1
ZNF852 MIR661 1
ZNF852 MIR491 1
ZNF852 MIR194-1 1
ZNF852 MIR641 1
ZNF852 MIR592 1
ZNF852 MIR553 1
ZNF852 MIR487B 1
ZNF852 MIR188 1
ZNF852 MIR566 1
ZNF852 MIR135A1 1
ZNF852 AL359091.1 1
ZNF852 MIR569 1
ZNF852 MIR613 1
ZNF852 MIR100 1
ZNF852 MIR485 1
ZNF852 MIR760 1
ZNF852 MIR758 1
ZNF852 MIR374B 1
ZNF852 SNORD113-2 1
ZNF852 ZNF891 1
ZNF852 SLC35E2 1
ZNF852 MIR1301 1
ZNF852 DCDC2B 1
ZNF852 TH2LCRR 1
ZNF852 USP17L2 1
ZNF852 LINC00630 1
ZNF852 ABCC5-AS1 1
ZNF852 EIF1AX-AS1 1
ZNF852 PVALEF 1
ZNF852 KCNMA1-AS2 1
ZNF852 LINC01375 1
ZNF852 SORCS3-AS1 1
ZNF852 USP17L7 1
ZNF852 SMCR5 1
ZNF852 CACTIN-AS1 1
ZNF852 FRMPD3-AS1 1
ZNF852 FALEC 1
ZNF852 TXNDC12-AS1 1
ZNF852 PCDH9-AS2 1
ZNF852 MTRNR2L4 1
ZNF852 GNRHR 1
ZNF852 TPD52L1 1
ZNF852 SMG7-AS1 1
ZNF852 DSCAM-IT1 1
ZNF852 LINC01237 1
ZNF852 PCDH9-AS4 1
ZNF852 FGF14-AS1 1
ZNF852 SEMA3F-AS1 1
ZNF852 SNORD62A 1
ZNF852 EPN2-AS1 1
ZNF852 RBMS3-AS1 1
ZNF852 CYCSP52 1
ZNF852 LINC00854 1
ZNF852 KCNMA1-AS1 1
ZNF852 NDUFA6-AS1 1
ZNF852 BRWD1-AS1 1
ZNF852 PAXBP1-AS1 1
ZNF852 ASB14 1
ZNF852 RUVBL1-AS1 1
ZNF852 PSMD6-AS2 1
ZNF852 THOC7-AS1 1
ZNF852 ARHGAP8 1
ZNF852 GUSBP2 1
ZNF852 GTF2A1L 1
ZNF852 FGF14-IT1 1
ZNF852 CACNA2D3-AS1 1
ZNF852 JMJD7 1
ZNF852 RRS1-AS1 1
ZNF852 STX18-AS1 1
ZNF852 FAM138E 1
ZNF852 AC106864.1 1
ZNF852 ZNF564 1
ZNF852 NREP-AS1 1
ZNF852 ARPC4-TTLL3 1
ZNF852 SMAD1-AS2 1
ZNF852 TSPO2 1
ZNF852 ACTR8 1
ZNF852 KLHL18 1
ZNF852 ACVR2B 1
ZNF852 ABHD14A-ACY1 1
ZNF852 NEK4 1
ZNF852 RAP1A 1
ZNF852 ZNF410 1
ZNF852 PBOV1 1
ZNF852 EBLN2 1
ZNF852 STH 1
ZNF852 POC1B-GALNT4 1
ZNF852 LCMT1-AS2 1
ZNF852 SPDYE6 1
ZNF852 GOLGA8H 1
ZNF852 MIR548AX 1
ZNF852 MIR5581 1
ZNF852 MIR4316 1
ZNF852 MIR4513 1
ZNF852 DPRXP4 1
ZNF852 MIR3192 1
ZNF852 MIR4312 1
ZNF852 MIR4782 1
ZNF852 MIR3680-1 1
ZNF852 MIR4774 1
ZNF852 MIR4319 1
ZNF852 MIR5192 1
ZNF852 MIR5587 1
ZNF852 MIR4654 1
ZNF852 MIR5585 1
ZNF852 MIR5692A1 1
ZNF852 MIR4650-1 1
ZNF852 MIR3619 1
ZNF852 MIR5692C2 1
ZNF852 MIR4482 1
ZNF852 NOP53-AS1 1
ZNF852 MKNK1-AS1 1
ZNF852 MLANA 1
ZNF852 ARR3 1
ZNF852 LHX4 1
ZNF852 ZSCAN20 1
ZNF852 NMI 1
ZNF852 GCNT7 1
ZNF852 TP53TG5 1
ZNF852 APOBEC2 1
ZNF852 MT2A 1
ZNF852 SBDS 1
ZNF852 TAS2R3 1
ZNF852 SGCE 1
ZNF852 C22orf24 1
ZNF852 TSIX 1
ZNF852 FRMD6-AS1 1
ZNF852 RN7SL2 1
ZNF852 MIR6885 1
ZNF852 MIR7974 1
ZNF852 MIR6504 1
ZNF852 MIR1299 1
ZNF852 MIR7156 1
ZNF852 MIR8057 1
ZNF852 MIR7848 1
ZNF852 MIR8063 1
ZNF852 ZNF630-AS1 1
ZNF852 RBM12B-AS1 1
ZNF852 SALRNA2 1
ZNF852 ANKHD1 1
ZNF852 FAM186B 1
ZNF852 SPDYE1 1
ZNF852 RAC1 1
ZNF852 TSSK4 1
ZNF852 GOLGA4 1
ZNF852 LIMD1 1
ZNF852 GLRA1 1
ZNF852 FAM217A 1
ZNF852 NKX6-2 1
ZNF703 SEMA3F 1
ZNF703 HS3ST1 1
ZNF703 TTC22 1
ZNF703 MMP25 1
ZNF703 MARCO 1
ZNF703 GABRA1 1
ZNF703 ANK1 1
ZNF703 BAK1 1
ZNF703 PTGER3 1
ZNF703 PHF21B 1
ZNF703 LIMCH1 1
ZNF703 PDIA5 1
ZNF703 ISOC1 1
ZNF703 RAB11FIP1 1
ZNF703 BAG4 1
ZNF703 GATAD1 1
ZNF703 BRAF 1
ZNF703 COPG2 1
ZNF703 SLC45A3 1
ZNF703 AMFR 1
ZNF703 CYP3A4 1
ZNF703 PGLYRP2 1
ZNF703 NAGS 1
ZNF703 HENMT1 1
ZNF703 PEA15 1
ZNF703 CAPN2 1
ZNF703 CCDC74A 1
ZNF703 FGFR3 1
ZNF703 AP3M2 1
ZNF703 PRLH 1
ZNF703 MOV10L1 1
ZNF703 PPP2R3A 1
ZNF703 FGFR1 1
ZNF703 SMC1B 1
ZNF703 PGM1 1
ZNF703 GSTP1 1
ZNF703 NKAIN1 1
ZNF703 DDHD2 1
ZNF703 GLG1 1
ZNF703 GPATCH2 1
ZNF703 CDCP1 1
ZNF703 CEP44 1
ZNF703 MYOZ3 1
ZNF703 CSMD3 1
ZNF703 LETM2 1
ZNF703 ZNF503 1
ZNF703 NELL1 1
ZNF703 CYB5R2 1
ZNF703 MS4A8 1
ZNF703 SLC27A4 1
ZNF703 RILP 1
ZNF703 NUDT8 1
ZNF703 ADAM18 1
ZNF703 AXIN2 1
ZNF703 TCTN2 1
ZNF703 IL12A 1
ZNF703 HTR1E 1
ZNF703 IRS1 1
ZNF703 IL13 1
ZNF703 TM2D2 1
ZNF703 TACR3 1
ZNF703 VSTM2A 1
ZNF703 CYP4F22 1
ZNF703 AZU1 1
ZNF703 PURG 1
ZNF703 C11orf86 1
ZNF703 FAM86B3P 1
ZNF703 CST9 1
ZNF703 CHRNA9 1
ZNF703 IGDCC3 1
ZNF703 LSM1 1
ZNF703 CCDC197 1
ZNF703 BDNF 1
ZNF703 GCNT4 1
ZNF703 CD163L1 1
ZNF703 SRRM3 1
ZNF703 GLDC 1
ZNF703 OTOS 1
ZNF703 SMCO3 1
ZNF703 R3HDM2 1
ZNF703 TIGD2 1
ZNF703 ADI1 1
ZNF703 C2CD4C 1
ZNF703 FOXD4L1 1
ZNF703 ADARB2 1
ZNF703 PLK5 1
ZNF703 CYP4F12 1
ZNF703 CLCNKA 1
ZNF703 CYP4F3 1
ZNF703 UBE2H 1
ZNF703 SLIT1 1
ZNF703 VSTM2B 1
ZNF703 LITAF 1
ZNF703 C8orf86 1
ZNF703 PRTN3 1
ZNF703 SPTSSB 1
ZNF703 C6orf141 1
ZNF703 OR6Y1 1
ZNF703 FAR1 1
ZNF703 ELOVL2 1
ZNF703 HMGN5 1
ZNF703 ZNF485 1
ZNF703 ZXDB 1
ZNF703 EPS8L3 1
ZNF703 GRM3 1
ZNF703 LINC01285 1
ZNF703 GDI1 1
ZNF703 KHDC3L 1
ZNF703 TDRG1 1
ZNF703 GPRIN2 1
ZNF703 CST13P 1
ZNF703 IZUMO3 1
ZNF703 NCR2 1
ZNF703 PDGFB 1
ZNF703 ACR 1
ZNF703 CST9L 1
ZNF703 SYTL4 1
ZNF703 BRF2 1
ZNF703 TNFRSF10A 1
ZNF703 MIR149 1
ZNF703 UGT2B11 1
ZNF703 PLIN5 1
ZNF703 C16orf90 1
ZNF703 C1orf167 1
ZNF703 MIR887 1
ZNF703 MIR1250 1
ZNF703 MSL3P1 1
ZNF703 LINC00618 1
ZNF703 LINC00595 1
ZNF703 LINC00210 1
ZNF703 TBC1D17 1
ZNF703 MINDY4 1
ZNF703 TLX1 1
ZNF703 SLC6A4 1
ZNF703 SLC16A6 1
ZNF703 FOXN1 1
ZNF703 AREG 1
ZNF703 CCND1 1
ZNF703 SLC22A18 1
ZNF703 SYT10 1
ZNF703 RAB5B 1
ZNF703 PRKAB1 1
ZNF703 GCNT2 1
ZNF703 LINC01271 1
ZNF703 SPATA17-AS1 1
ZNF703 DPY19L2P4 1
ZNF703 TLX1NB 1
ZNF703 ZNF503-AS2 1
ZNF703 C2orf74 1
ZNF703 CASTOR3 1
ZNF703 TCAM1P 1
ZNF703 LINC01168 1
